DIRECCION,DISTRITO,PROVINCIA,DEPARTAMENTO,colaboradores,lat,lon
"JR. TARAPACA 825 MZ 34, LT 8-A – PUCALLPA",PUCALLPA,PUCALLPA,PUCALLPA,1,-8.3750879,-74.5453301
JR. SINCHI ROCA S/N - TRUJILLO - LA LIBERTAD,LA LIBERTAD,TRUJILLO,LA LIBERTAD,1,-8.0905833,-78.961634
AV. ARGENTINA 2833 - CALLAO,CALLAO,CALLAO,CALLAO,1,-12.0515968,-77.13538
"AV. AREQUIPA 1098,",CENTRO DE LIMA,LIMA,LIMA,1,-13.2895997,-76.2523769
AV. ARENALES 2259,LINCE,LIMA,LIMA,1,-12.2138325,-76.8793553
AV. ANTUNEZ DE MAYOLO 1388 - URB. LOS PINARES,LOS OLIVOS,LIMA,LIMA,1,-11.9916722,-77.0709115
AV. ANTONIO JOSE SUCRE 620,PUEBLO LIBRE,LIMA,LIMA,1,-16.3848655,-71.5262845
AV. ANGAMOS OESTE 785,MIRAFLORES,LIMA,LIMA,1,-12.110515,-77.0461647
AV. ANDRES AVELINO CACERES N°101,AYABACA,AYABACA,PIURA,1,-12.5259979,-73.8287652
JR. SEPULVEDA N° 215,SAN VICENTE DE CANETE,CANETE,LIMA PROVINCIAS,1,-13.077767,-76.3874465
"AV. ALAMEDA SUR ESQUINA AV. SAN MARCOS, PARCELA II",CHORRILLOS,LIMA,LIMA,1,-12.1709478,-77.02126
AV. 28 DE JULIO 258 - HUACHO,HUACHO,HUACHO,HUACHO,1,-11.1072901,-77.6055913
"AV. 24 DE OCTUBRE MZ. D4, LT 19. AAHH TUPAC AMARU DE VILLA",CHORRILLOS,LIMA,LIMA,1,-12.1709478,-77.02126
AV. 15 DE JULIO LOTE 29 ZONA B,ATE,LIMA,LIMA,1,-12.0387281,-76.896873
"AV, ALAMEDA PERU N°555",RUPA-RUPA,LEONCIO PRADO,HUANUCO,1,-9.1990928,-76.1312275
"AV VICTOR MALASQUEZ MZ C LT 7 , CENTRO POBLADO LOS HUERTOS DE MANCHAY, SECTOR CENTRAL",PACHACAMAC,LIMA,LIMA,1,-12.2299109,-76.8593914
"AV. ANDRES ARAMBURU 1105, SAN ISIDRO 15036",SAN ISIDRO,LIMA,LIMA,1,-12.1020616,-77.0175776
AV. AMERICA NORTE Nº 1323 URB. LAS QUINTANAS,TRUJILLO,TRUJILLO,TRUJILLO,1,-8.1116778,-79.0287742
AV. AMERICA NORTE N° 1351,TRUJILLO,TRUJILLO,LA LIBERTAD,1,-8.0944299,-79.0267105
AV. AMERICA NORTE N° 1275 - URB. LAS QUINTANAS - TRUJILLO - LA LIBERTAD,TRUJILLO,TRUJILLO,LA LIBERTAD,1,-8.1116778,-79.0287742
AV. AMERICA DEL NORTE 1245 URB LOS JARDINES,TRUJILLO,TRUJILLO,LA LIBERTAD,1,-8.1116778,-79.0287742
AV. ALFREDO MENDIOLA N° 7887 LOS OLIVOS,LOS OLIVOS,LIMA,LIMA,1,-11.9998819,-77.062713
AV. ALFREDO MENDIOLA N° 3529 - LOS OLIVOS - LIMA - LIMA,LOS OLIVOS,LIMA,LIMA,1,-11.9998819,-77.062713
AV. ALFREDO MENDIOLA NRO. 3698 INT. L91 (C.C. MEGA PLAZA) LIMA - LIMA - INDEPENDENCIA,INDEPENDENCIA,LIMA,LIMA,1,-11.9919461,-77.0503721
"JUNIN 629, ILO 18601",ILO,ILO,MOQUEGUA,1,-17.6468834,-71.3448792
JR.SUCRE N° 1124,CARAZ,HUAYLAS,ANCASH,1,-9.048505,-77.8100573
MZ C LT 7 URB. SANTO DOMINGO PUENTE PIEDRA,PUENTE PIEDRA,LIMA,LIMA,1,-11.8667978,-77.0778382
MZ C LT 5 - URB. SANTO DOMINGO,PUENTE PIEDRA,LIMA,LIMA,1,-11.8665995,-77.0744776
"MZ 31 LT 4, CENTRO POBLADO PACCHA",PACCHA,CHOTA,CAJAMARCA,1,-6.4973639,-78.4234478
"MZ 01 LOTE 38, URB. SAN JUAN MASIAS.",CALLAO,CALLAO,LIMA,1,-11.9496688,-77.1288139
"MICAELA BASTIDAS MZ.15-LT.8, PPJJ EL PORVENIR SECTOR CENTRAL",EL PORVENIR,TRUJILLO,LA LIBERTAD,1,-8.0516808,-79.0016911
LUIS GALVINI 371,ATE,LIMA,LIMA,1,-12.0387281,-76.896873
"AV TEODORO VALCARCEL 1098, TRUJILLO 13001",TRUJILLO,TRUJILLO,TRUJILLO,1,-8.1013191,-79.0358408
"AV SANCHEZ CERRO 234 - 239,",PIURA,PIURA,PIURA,1,-9.3762211,-74.9656837
AV SAMUEL DE ALCAZAR N° 378 RIMAC LIMA,RIMAC,LIMA,LIMA,1,-12.0266773,-77.0340939
AV REPUBLICA PANAMA 5165,SURQUILLO,LIMA,LIMA,1,-12.1173358,-77.0180444
AV NICOLAS DE PIEROLA 1658-- JIRON PARURO 1422 CERCADO DE LIMA,LIMA,LIMA,LIMA,1,-12.0459808,-77.0305912
AV NICOLAS AYLLON MZ C LT 16 URB. EL PORVENIR - ATE,ATE,LIMA,LIMA,1,-12.0387281,-76.896873
"LT. 33 MZ. B URBANIZACION MONTERRICO (AV. LA MOLINA CDRA. 7 ESQUINA CON LOS DAMASCOS, LA MOLINA)",LA MOLINA,LIMA,LIMA,1,-12.077983,-76.9172838
LOTE 1 MZ L-1 PARCELACION ZAPALLAL,PUENTE PIEDRA,LIMA,LIMA,1,-11.8667978,-77.0778382
KM 91.5 PANAMERICANA SUR PARTE UC N° 12166 - MALA,ASIA,LIMA,LIMA,1,-12.8033662,-76.4899568
AV. ALFREDO BENAVIDES NRO. 671 URB. LEURO (ESQ.BENAVIDES/GRIMALDO NRO.290) LIMA - LIMA – MIRAFLORES,MIRAFLORES,LIMA,LIMA,1,-12.1206214,-77.0294993
AV EL DERBY 254 - PISO 22,SURCO,LIMA,LIMA,1,-11.8678175,-76.4576592
AV EL DERBY 250- PISO 2,SURCO,LIMA,LIMA,1,-11.8678175,-76.4576592
"PASAJE 122 MZ. N, LOTE 4-A, URB. SAN JUAN, SECCION CENTRO COMERCIAL",YANACANCHA,PASCO,PASCO,1,-10.6702605,-76.2544781
"PAOL HARRIS 1075 , LA VICTORIA",LA VICTORIA,LIMA,LIMA,1,-12.0641355,-77.0295563
PANAMERICANA Nº 817 SECTOR 01 MZ. 6 LT. 12,ILLIMO,LAMBAYEQUE,LAMBAYEQUE,1,-6.4740731,-79.8551381
"PAITA SULLANA KILOMETRO 3, LOTE B",PAITA,PAITA,PAITA,1,-5.0851637,-81.1136793
MZ.C LT13 URB.ZONA COMERCIAL E INDUSTRIAL DE VENTANILLA,VENTANILLA,CALLAO,LIMA,1,-11.8373115,-77.1262405
"MZ.A-LT.10, SECTOR 6, GRUPO RESIDENCIAL 8 A",VILLA EL SALVADOR,LIMA,LIMA,1,-12.2135031,-76.9370262
MZ. Z1 LT. 21 AAHH ENRIQUE MONTENEGRO - SJL - LIMA,SAN JUAN DE LURIGANCHO,LIMA,LIMA,1,-12.0017252,-77.0084106
"MZ. I LOTE 16, URB. LA COLINA I",JACOBO HUNTER,AREQUIPA,AREQUIPA,1,-16.4591236,-71.5689479
MZ. H-2 LOTE 11 - 12 AV. CARAPONGO S/N - URB. SAN ANTONIO DE CARAPONGO,LURIGANCHO,LIMA,LIMA,1,-11.948832,-76.7627012
MZ. D LOTE 07 4TA ETAPA URB. PALERMO - TRUJILLO - LA LIBERTAD,PALERMO,TRUJILLO,LA LIBERTAD,1,-8.1208943,-79.033471
MZ. C LT. 07 URB. PACHACAMAC 1ERA. ETAPA.,VILLA EL SALVADOR,LIMA,LIMA,1,-12.2135031,-76.9370262
MZ V1 LOTE 16,POMACANCHI,ACOMAYO,CUSCO,1,-13.1260237,-74.2254391
MZ P5 LT 03 AV EL PROGRESO C.P. SAN JACINTO,NEPENA,SANTA,ANCASH,1,-9.1726623,-78.3614116
MZ N LT 1 ZN PROYECTO ESPECIAL CIUDAD PACHACUTEC DEL AA.HH SOL Y MAR SECTOR 1,VENTANILLA,CALLAO,LIMA,1,-11.8373115,-77.1262405
"PROLONGACION AV. 225, MZ. S LOTE 04, SECTOR C-GR-C4",VENTANILLA,CALLAO,LIMA,1,-11.8373115,-77.1262405
PROLONG MARIANO IGNACIO PRADO 161 PLAZA DE ARMAS,CHILCA,CANETE,LIMA PROVINCIAS,1,-12.5185727,-76.7381488
PROLOG GONZALES PRADA KM 562 EX FUNDO LARREA MOCHE - TRUJILLO,MOCHE,TRUJILLO,LA LIBERTAD,1,-8.1714148,-79.008936
PPJJ ENRIQUE MONTENEGRO MZ U LT 06,SAN JUAN DE LURIGANCHO,LIMA,LIMA,1,-12.0017252,-77.0084106
PLAZA S/N,ILABAYA,JORGE BASADRE,TACNA,1,-15.5994678,-71.8058163
PLAZA DE ARMAS N°104-CENTRO POBLADO COMBAPATA,COMBAPATA,CANCHIS,CUSCO,1,-14.1015949,-71.4296335
PLAZA DE ARMAS 307. YAURI. ESPINAR. CUSCO,ESPINAR,ESPINAR,CUSCO,1,-14.9140687,-71.342938
"PJE. VALDIVIA, HUANCHACO 13000",TRUJILLO,TRUJILLO,TRUJILLO,1,-8.1116778,-79.0287742
"PE-1S KM 38, PUNTA HERMOSA 15845",PUNTA HERMOSA,LIMA,LIMA,1,-12.3498762,-76.8067833
"AV JUAN DE ARONA 786, SAN ISIDRO 15046",SAN ISIDRO,LIMA,LIMA,1,-12.0961372,-77.0270916
"AV JUAN DE ALIAGA 435, MAGDALENA",MAGDALENA DEL MAR,LIMA,LIMA,1,-12.099074,-77.0600215
"AV JOSE OLAYA 225, CHORRILLOS",CHORRILLOS,LIMA,LIMA,1,-12.164074,-77.0225087
AV JOSE GABRIEL CONDORCANQUI 1264,LA ESPERANZA,TRUJILLO,LA LIBERTAD,1,-11.9739342,-77.0475416
AV JOSE BALTA 1731,CHICLAYO,CHICLAYO,LAMBAYEQUE,1,-11.8176268,-77.1249474
"AV GUARDIA CIVIL 1100, SAN ISIDRO",SAN ISIDRO,LIMA,LIMA,1,-12.0905376,-77.0081454
AV EL DERBY 254 - PISO 25,SURCO,LIMA,LIMA,1,-11.8678175,-76.4576592
"SUB LOTE 2, MZ. C LOTE 5 HABILITACION PRE URBANA, BARBADILLO",ATE,LIMA,LIMA,1,-12.0387281,-76.896873
"2VPC+M29, CALLAO 07046",CALLAO,CALLAO,CALLAO,1,-11.9496688,-77.1288139
"5W7W+6M3, CARABAYLLO 15122",PUENTE PIEDRA,LIMA,LIMA,1,-11.8667978,-77.0778382
"WW72+C67, PAITA 20701",PAITA,PAITA,PIURA,1,-5.0851637,-81.1136793
VIA DE EVITAMIENTO S/N LATERAL 1 SAN ISIDRO - CERRO COLORADO,CERRO COLORADO,AREQUIPA,AREQUIPA,1,-16.2979991,-71.573948
"VARIANTE DE UCHUMAYO, CERRO COLORADO 04014, PERU",CERRO COLORADO,AREQUIPA,AREQUIPA,1,-16.2979991,-71.573948
VARIANTE DE UCHUMAYO KM 4 SACHACA,SACHACA,AREQUIPA,AREQUIPA,1,-16.425605,-71.5757898
"V7W9+WJP, ICA 11000",ICA,LIMA,LIMA,1,-12.0787964,-76.9869814
URBANIZACION VIRGEN DE COCHARCAS MZ B LOTE 20,VILLA EL SALVADOR,LIMA,LIMA,1,-12.2135031,-76.9370262
URBANIZACION ANDRES ARAUJO MZ 20 LOTE 11 - AV. FERNANDO BELAUNDE TERRY.,TUMBES,TUMBES,TUMBES,1,-3.5707875,-80.4596454
REPUBLICA 2557,LA VICTORIA,LIMA,LIMA,1,-11.3185279,-69.4614619
REAL PLAZA PURUCHUCO,ATE,LIMA,LIMA,1,-12.040852,-76.932244
"RAMON CASTILLA N° 1064, PUEBLO JOVEN LA TOMATILLA",CAYMA,AREQUIPA,AREQUIPA,1,-16.2793942,-71.4603116
"Q47M+HM PACHACAMAC, PERU",PACHACAMAC,LIMA,LIMA,1,-12.2299109,-76.8593914
PZA. DE ARMAS 224,PAITA,PAITA,PIURA,1,-16.3988333,-71.5369705
PUEBLO TRADICIONAL SOROCHUCO,SOROCHUCO,CELENDIN,CAJAMARCA,1,-6.9116568,-78.2550906
"AV. SANCHEZ CERRO, SUB-LOTE N° 234-239 “A”, ZONA INDUSTRIAL, LC-156/157",PIURA,PIURA,PIURA,1,-5.1971376,-80.6267237
AV. SANCHEZ CERRO Nº 1279 (COSTADO BCP).,PIURA,PIURA,PIURA,1,-5.1971376,-80.6267237
AV. SAN MARTIN N° 821 - 823 SULLANA,SULLANA,SULLANA,PIURA,1,-4.8900643,-80.6873604
AV. SAN MARTIN N° 1300 - URB. SAN ISIDRO - REF: ESQUINA CON CALLE ORQUIDEAS - ICA,ICA,ICA,ICA,1,-14.0640967,-75.7290915
AV. SAN MARTIN DE SOCABAYA N° 307 - SOCABAYA - AREQUIPA,SOCABAYA,AREQUIPA,AREQUIPA,1,-16.4689321,-71.5380727
AV. SAN MARTIN 892 - REF ALT PLAZA ZELA - TACNA,TACNA,TACNA,TACNA,1,-18.01386,-70.2511032
"AV. SAN MARTIN 166 MZ X1, LT 12",PUNTA DE BOMBON,ISLAY,AREQUIPA,1,-17.1721359,-71.7905267
AV. SAENZ PENA N° 922 N° 924,CALLAO,CALLAO,LIMA,1,-11.9496688,-77.1288139
"7QQP+783, PISCO 11601",PISCO,PISCO,PISCO,1,-13.7099813,-76.2029793
URB. SANTO DOMINGO MZ. C LTE. 8,PUENTE PIEDRA,LIMA,LIMA,1,-11.8667978,-77.0778382
URB. PRO VIVIENDA VIRGEN DEL CARMEN MZ E LT 6,ATE,LIMA,LIMA,1,-12.0387281,-76.896873
URB. LAS CASUARINAS MZ A1 LOTE 10 PARCELA 4 SECTOR 72,NUEVO CHIMBOTE,SANTA,ANCASH,1,-9.1183822,-78.4587932
"UNNAMED ROAD, SAN BARTOLO 15855",SAN BARTOLO,LIMA,LIMA,1,-12.3676926,-76.7188027
TRANSVERSAL LIMA N° 490 SULLANA,SULLANA,SULLANA,SULLANA,1,-4.8928911,-80.687756
"TERMINAL PORTUARIO MATARANI S/N MATARANI, AREQUIPA, PERU",AREQUIPA,AREQUIPA,AREQUIPA,1,-16.3988667,-71.5369607
"SUB- LOTE 06, KM. 9 CARRETERA A YURA. (FRENTE A PLAZA NORTE)",CERRO COLORADO,AREQUIPA,AREQUIPA,1,-16.2979991,-71.573948
